HGNC ID	Approved Symbol	Approved Name	Status	Previous Symbols	Synonyms	Chromosome	Accession Numbers	RefSeq IDs	Unknown	Unknown
HGNC:15258	OR5AP2	olfactory receptor family 5 subfamily AP member 2	Approved			11q12.1	AB065854	NM_001002925	OR5	"GPCR / Class A : Olfactory receptors"
HGNC:15259	OR5AQ1P	olfactory receptor family 5 subfamily AQ member 1 pseudogene	Approved			11q12.1			OR5	"GPCR / Class A : Olfactory receptors"
HGNC:15260	OR5AR1	olfactory receptor family 5 subfamily AR member 1 (gene/pseudogene)	Approved			11q12.1	AB065740	NM_001004730	OR5	"GPCR / Class A : Olfactory receptors"
HGNC:15261	OR5AS1	olfactory receptor family 5 subfamily AS member 1	Approved			11q12.1	AB065543	NM_001001921	OR5	"GPCR / Class A : Olfactory receptors"
HGNC:15362	OR5AU1	olfactory receptor family 5 subfamily AU member 1	Approved			14q11.2	AL157687		OR5	"GPCR / Class A : Olfactory receptors"
HGNC:15406	OR5AW1P	olfactory receptor family 5 subfamily AW member 1 pseudogene	Approved			Xq26.2			OR5	"GPCR / Class A : Olfactory receptors"
HGNC:15262	OR5AZ1P	olfactory receptor family 5 subfamily AZ member 1 pseudogene	Approved			11q12.1	AP000743		OR5	"GPCR / Class A : Olfactory receptors"
HGNC:8322	OR5B1P	olfactory receptor family 5 subfamily B member 1 pseudogene	Approved	OR5B9P, OR5B9, OR5B5P, OR5B14P, OR5B7P, OR5B7, OR5B8, OR5B8P, OR5B5, OR5B6, OR5B6P	OR8-122, OR8-123, OR6-57, OR6-55, OR3-144, OR912-92	11q12.1	U86283		OR5	"GPCR / Class A : Olfactory receptors"
HGNC:8323	OR5B2	olfactory receptor family 5 subfamily B member 2	Approved		OST073	11q12.1	AB065852	NM_001005566	OR5	"GPCR / Class A : Olfactory receptors"
HGNC:8324	OR5B3	olfactory receptor family 5 subfamily B member 3	Approved	OR5B13	OST129	11q12.1	AB065545	NM_001005469	OR5	"GPCR / Class A : Olfactory receptors"
HGNC:8320	OR5B10P	olfactory receptor family 5 subfamily B member 10 pseudogene	Approved	OR5B11P, OR5B4P, OR5B10, OR5B11, OR5B18P	OR13-67, OR13-34, OR13-64	11q12.1	U86223		OR5	"GPCR / Class A : Olfactory receptors"
HGNC:15432	OR5B12	olfactory receptor family 5 subfamily B member 12	Approved	OR5B12P, OR5B16	OST743	11q12.1	AB065851	NM_001004733	OR5	"GPCR / Class A : Olfactory receptors"
HGNC:15265	OR5B15P	olfactory receptor family 5 subfamily B member 15 pseudogene	Approved			11q12.1			OR5	"GPCR / Class A : Olfactory receptors"
HGNC:15267	OR5B17	olfactory receptor family 5 subfamily B member 17	Approved	OR5B20P		11q12.1	AB065849	NM_001005489	OR5	"GPCR / Class A : Olfactory receptors"
HGNC:15269	OR5B19P	olfactory receptor family 5 subfamily B member 19 pseudogene	Approved			11q12.1			OR5	"GPCR / Class A : Olfactory receptors"
HGNC:19616	OR5B21	olfactory receptor family 5 subfamily B member 21	Approved			11q12.1		NM_001005218	OR5	"GPCR / Class A : Olfactory receptors"
HGNC:15270	OR5BA1P	olfactory receptor family 5 subfamily BA member 1 pseudogene	Approved			11q12.1			OR5	"GPCR / Class A : Olfactory receptors"
HGNC:15271	OR5BB1P	olfactory receptor family 5 subfamily BB member 1 pseudogene	Approved			11q12.1			OR5	"GPCR / Class A : Olfactory receptors"
HGNC:15272	OR5BC1P	olfactory receptor family 5 subfamily BC member 1 pseudogene	Approved			11q12.1			OR5	"GPCR / Class A : Olfactory receptors"
HGNC:14843	OR5BD1P	olfactory receptor family 5 subfamily BD member 1 pseudogene	Approved			11q12.1			OR5	"GPCR / Class A : Olfactory receptors"
HGNC:15273	OR5BE1P	olfactory receptor family 5 subfamily BE member 1 pseudogene	Approved			11q12.1			OR5	"GPCR / Class A : Olfactory receptors"
HGNC:15407	OR5BH1P	olfactory receptor family 5 subfamily BH member 1 pseudogene	Approved	OR5BH2P		Xq26.2			OR5	"GPCR / Class A : Olfactory receptors"
HGNC:15434	OR5BJ1P	olfactory receptor family 5 subfamily BJ member 1 pseudogene	Approved		OST740	12q13.11		NG_004156	OR5	"GPCR / Class A : Olfactory receptors"
HGNC:14817	OR5BK1P	olfactory receptor family 5 subfamily BK member 1 pseudogene	Approved			12q13.11			OR5	"GPCR / Class A : Olfactory receptors"
HGNC:15275	OR5BL1P	olfactory receptor family 5 subfamily BL member 1 pseudogene	Approved			11q12.1			OR5	"GPCR / Class A : Olfactory receptors"
HGNC:14835	OR5BM1P	olfactory receptor family 5 subfamily BM member 1 pseudogene	Approved			3q11.2	AC026100		OR5	"GPCR / Class A : Olfactory receptors"
HGNC:15276	OR5BN1P	olfactory receptor family 5 subfamily BN member 1 pseudogene	Approved			11q12.1			OR5	"GPCR / Class A : Olfactory receptors"
HGNC:29194	OR5BN2P	olfactory receptor family 5 subfamily BN member 2 pseudogene	Approved			11q12			OR5	"GPCR / Class A : Olfactory receptors"
HGNC:15277	OR5BP1P	olfactory receptor family 5 subfamily BP member 1 pseudogene	Approved			11q12.1	AP001074		OR5	"GPCR / Class A : Olfactory receptors"
HGNC:15278	OR5BQ1P	olfactory receptor family 5 subfamily BQ member 1 pseudogene	Approved	OR5BQ2P		11q12.1			OR5	"GPCR / Class A : Olfactory receptors"
HGNC:15279	OR5BR1P	olfactory receptor family 5 subfamily BR member 1 pseudogene	Approved			11q12.1			OR5	"GPCR / Class A : Olfactory receptors"
HGNC:19627	OR5BS1P	olfactory receptor family 5 subfamily BS member 1 pseudogene	Approved	OR5BS1		12q13.2		NG_004343	OR5	"GPCR / Class A : Olfactory receptors"
HGNC:19629	OR5BT1P	olfactory receptor family 5 subfamily BT member 1 pseudogene	Approved			12q13.2		NG_004300	OR5	"GPCR / Class A : Olfactory receptors"
HGNC:8331	OR5C1	olfactory receptor family 5 subfamily C member 1	Approved	OR5C2P	OR9-F, hRPK-465_F_21	9q33.2	AF399514		OR5	"GPCR / Class A : Olfactory receptors"
HGNC:8335	OR5D2P	olfactory receptor family 5 subfamily D member 2 pseudogene	Approved	OR5D6P, OR5D10P, OR5D1P, OR5D5P, OR5D12P, OR5D8P, OR5D7P, OR5D9P, OR5D12, OR5D11P, OR5D11	OR11-7a, OR912-91, OR8-127, OR912-47, OR18-44, R5D9P, OR18-17, OR18-42, OR18-43, OR912-94, OR8-125	11q11	AF065858		OR5	"GPCR / Class A : Olfactory receptors"
HGNC:8336	OR5D3P	olfactory receptor family 5 subfamily D member 3 pseudogene	Approved	OR5D3, OR5D4	OR11-8b, OR11-8c	11q12	AF065861		OR5	"GPCR / Class A : Olfactory receptors"
HGNC:15280	OR5D13	olfactory receptor family 5 subfamily D member 13 (gene/pseudogene)	Approved			11q11	BK004394	NM_001001967	OR5	"GPCR / Class A : Olfactory receptors"
HGNC:15281	OR5D14	olfactory receptor family 5 subfamily D member 14	Approved			11q11	AB065779	NM_001004735	OR5	"GPCR / Class A : Olfactory receptors"
HGNC:15282	OR5D15P	olfactory receptor family 5 subfamily D member 15 pseudogene	Approved			11q11			OR5	"GPCR / Class A : Olfactory receptors"
HGNC:15283	OR5D16	olfactory receptor family 5 subfamily D member 16	Approved			11q12.1	AB065783	NM_001005496	OR5	"GPCR / Class A : Olfactory receptors"
HGNC:15284	OR5D17P	olfactory receptor family 5 subfamily D member 17 pseudogene	Approved			11q11			OR5	"GPCR / Class A : Olfactory receptors"
HGNC:15285	OR5D18	olfactory receptor family 5 subfamily D member 18	Approved			11q12.1	AB065781	NM_001001952	OR5	"GPCR / Class A : Olfactory receptors"
HGNC:8342	OR5E1P	olfactory receptor family 5 subfamily E member 1 pseudogene	Approved	OR5E1	TPCR24, HSTPCR24	11p15.4	X89671		OR5	"GPCR / Class A : Olfactory receptors"
HGNC:8343	OR5F1	olfactory receptor family 5 subfamily F member 1	Approved		OR11-10	11q12.1	AF065863	NM_003697	OR5	"GPCR / Class A : Olfactory receptors"
HGNC:15286	OR5F2P	olfactory receptor family 5 subfamily F member 2 pseudogene	Approved			11q12.1			OR5	"GPCR / Class A : Olfactory receptors"
HGNC:8344	OR5G1P	olfactory receptor family 5 subfamily G member 1 pseudogene	Approved	OR5G2P	OR11-104, OR93	11q12.1	AF065871		OR5	"GPCR / Class A : Olfactory receptors"
HGNC:15287	OR5G3	olfactory receptor family 5 subfamily G member 3 (gene/pseudogene)	Approved	OR5G6P, OR5G3P		11q12.1			OR5	"GPCR / Class A : Olfactory receptors"
HGNC:15288	OR5G4P	olfactory receptor family 5 subfamily G member 4 pseudogene	Approved			11q12.1			OR5	"GPCR / Class A : Olfactory receptors"
HGNC:15289	OR5G5P	olfactory receptor family 5 subfamily G member 5 pseudogene	Approved			11q12.1			OR5	"GPCR / Class A : Olfactory receptors"
HGNC:8346	OR5H1	olfactory receptor family 5 subfamily H member 1	Approved		HTPCRX14, HSHTPCRX14	3q11.2	X64988	NM_001005338	OR5	"GPCR / Class A : Olfactory receptors"
HGNC:14752	OR5H2	olfactory receptor family 5 subfamily H member 2	Approved			3q11.2			OR5	"GPCR / Class A : Olfactory receptors"
HGNC:14753	OR5H3P	olfactory receptor family 5 subfamily H member 3 pseudogene	Approved			3q11.2			OR5	"GPCR / Class A : Olfactory receptors"
HGNC:14763	OR5H4P	olfactory receptor family 5 subfamily H member 4 pseudogene	Approved			3q11.2			OR5	"GPCR / Class A : Olfactory receptors"
HGNC:14765	OR5H5P	olfactory receptor family 5 subfamily H member 5 pseudogene	Approved			3q11.2			OR5	"GPCR / Class A : Olfactory receptors"
HGNC:14767	OR5H6	olfactory receptor family 5 subfamily H member 6 (gene/pseudogene)	Approved			3q11.2	BK004374		OR5	"GPCR / Class A : Olfactory receptors"
HGNC:14771	OR5H7P	olfactory receptor family 5 subfamily H member 7 pseudogene	Approved			3q11.2			OR5	"GPCR / Class A : Olfactory receptors"
HGNC:14773	OR5H8	olfactory receptor family 5 subfamily H member 8 (gene/pseudogene)	Approved	OR5H8P		3q11.2			OR5	"GPCR / Class A : Olfactory receptors"
HGNC:31286	OR5H14	olfactory receptor family 5 subfamily H member 14	Approved			3q11.2			OR5	"GPCR / Class A : Olfactory receptors"
HGNC:31287	OR5H15	olfactory receptor family 5 subfamily H member 15	Approved			3q11.2			OR5	"GPCR / Class A : Olfactory receptors"
HGNC:8347	OR5I1	olfactory receptor family 5 subfamily I member 1	Approved		HSOlf1, OLF1	11q12.1	BC069093	NM_006637	OR5	"GPCR / Class A : Olfactory receptors"
HGNC:8348	OR5J1P	olfactory receptor family 5 subfamily J member 1 pseudogene	Approved	OR5J1	HTPCRH02	11q12.1	X64974		OR5	"GPCR / Class A : Olfactory receptors"
HGNC:19612	OR5J2	olfactory receptor family 5 subfamily J member 2	Approved			11q12.1	AB065595	NM_001005492	OR5	"GPCR / Class A : Olfactory receptors"
HGNC:31289	OR5J7P	olfactory receptor family 5 subfamily J member 7 pseudogene	Approved			11q			OR5	"GPCR / Class A : Olfactory receptors"
HGNC:8349	OR5K1	olfactory receptor family 5 subfamily K member 1	Approved		HTPCRX10, HSHTPCRX10	3q11.2	X64984		OR5	"GPCR / Class A : Olfactory receptors"
HGNC:14774	OR5K2	olfactory receptor family 5 subfamily K member 2	Approved			3q11.2	AC021660		OR5	"GPCR / Class A : Olfactory receptors"
HGNC:31290	OR5K3	olfactory receptor family 5 subfamily K member 3	Approved			3q11.2			OR5	"GPCR / Class A : Olfactory receptors"
HGNC:31291	OR5K4	olfactory receptor family 5 subfamily K member 4	Approved			3q11.2			OR5	"GPCR / Class A : Olfactory receptors"
HGNC:8350	OR5L1	olfactory receptor family 5 subfamily L member 1 (gene/pseudogene)	Approved		OST262	11q12.1	AB065780	NM_001004738	OR5	"GPCR / Class A : Olfactory receptors"
HGNC:8351	OR5L2	olfactory receptor family 5 subfamily L member 2	Approved		HTPCRX16, HSHTPCRX16	11q12.1	AB065782	NM_001004739	OR5	"GPCR / Class A : Olfactory receptors"
HGNC:8352	OR5M1	olfactory receptor family 5 subfamily M member 1	Approved		OST050	11q11	AB065742	NM_001004740	OR5	"GPCR / Class A : Olfactory receptors"
HGNC:14803	OR5M2P	olfactory receptor family 5 subfamily M member 2 pseudogene	Approved			11q12.1			OR5	"GPCR / Class A : Olfactory receptors"
HGNC:14806	OR5M3	olfactory receptor family 5 subfamily M member 3	Approved			11q12.1	AB065746	NM_001004742	OR5	"GPCR / Class A : Olfactory receptors"
HGNC:14808	OR5M4P	olfactory receptor family 5 subfamily M member 4 pseudogene	Approved			11q12.1			OR5	"GPCR / Class A : Olfactory receptors"
HGNC:14810	OR5M5P	olfactory receptor family 5 subfamily M member 5 pseudogene	Approved			11q12.1			OR5	"GPCR / Class A : Olfactory receptors"
HGNC:14814	OR5M6P	olfactory receptor family 5 subfamily M member 6 pseudogene	Approved			11q12.1			OR5	"GPCR / Class A : Olfactory receptors"
HGNC:14818	OR5M7P	olfactory receptor family 5 subfamily M member 7 pseudogene	Approved			11q12.1			OR5	"GPCR / Class A : Olfactory receptors"
HGNC:14846	OR5M8	olfactory receptor family 5 subfamily M member 8	Approved			11q12.1	AB065744	NM_001005282	OR5	"GPCR / Class A : Olfactory receptors"
HGNC:15294	OR5M9	olfactory receptor family 5 subfamily M member 9	Approved			11q12.1	AB065747	NM_001004743	OR5	"GPCR / Class A : Olfactory receptors"
HGNC:15290	OR5M10	olfactory receptor family 5 subfamily M member 10	Approved			11q11	BK004515	NM_001004741	OR5	"GPCR / Class A : Olfactory receptors"
HGNC:15291	OR5M11	olfactory receptor family 5 subfamily M member 11	Approved		OR11-199	11q11	AP002517	NM_001005245	OR5	"GPCR / Class A : Olfactory receptors"
HGNC:15292	OR5M12P	olfactory receptor family 5 subfamily M member 12 pseudogene	Approved			11q12.1		NG_004190	OR5	"GPCR / Class A : Olfactory receptors"
HGNC:15293	OR5M13P	olfactory receptor family 5 subfamily M member 13 pseudogene	Approved			11q12.1	AF179769		OR5	"GPCR / Class A : Olfactory receptors"
HGNC:15057	OR5M14P	olfactory receptor family 5 subfamily M member 14 pseudogene	Approved	OR5M15P		4p13	AC013359		OR5	"GPCR / Class A : Olfactory receptors"
HGNC:14779	OR5P1P	olfactory receptor family 5 subfamily P member 1 pseudogene	Approved			11p15.4			OR5	"GPCR / Class A : Olfactory receptors"
HGNC:14783	OR5P2	olfactory receptor family 5 subfamily P member 2	Approved		JCG3	11p15.4	AF173006	NM_153444	OR5	"GPCR / Class A : Olfactory receptors"
HGNC:14784	OR5P3	olfactory receptor family 5 subfamily P member 3	Approved		JCG1	11p15.4	AF158377	NM_153445	OR5	"GPCR / Class A : Olfactory receptors"
HGNC:15295	OR5P4P	olfactory receptor family 5 subfamily P member 4 pseudogene	Approved		OST730	11p15.4			OR5	"GPCR / Class A : Olfactory receptors"
HGNC:14841	OR5R1	olfactory receptor family 5 subfamily R member 1 (gene/pseudogene)	Approved	OR5R1P		11q12.1	AB065504	NM_001004744	OR5	"GPCR / Class A : Olfactory receptors"
HGNC:15040	OR5S1P	olfactory receptor family 5 subfamily S member 1 pseudogene	Approved			2q37.3			OR5	"GPCR / Class A : Olfactory receptors"
HGNC:14821	OR5T1	olfactory receptor family 5 subfamily T member 1	Approved	OR5T1P		11q12.1	AB065962	NM_001004745	OR5	"GPCR / Class A : Olfactory receptors"
HGNC:15296	OR5T2	olfactory receptor family 5 subfamily T member 2	Approved			11q12.1	AB065838	NM_001004746	OR5	"GPCR / Class A : Olfactory receptors"
HGNC:15297	OR5T3	olfactory receptor family 5 subfamily T member 3	Approved		OR5T3Q	11q12.1	AB065837	NM_001004747	OR5	"GPCR / Class A : Olfactory receptors"
HGNC:13972	OR5V1	olfactory receptor family 5 subfamily V member 1	Approved		hs6M1-21	6p22.1			OR5	"GPCR / Class A : Olfactory receptors"
HGNC:15298	OR5W1P	olfactory receptor family 5 subfamily W member 1 pseudogene	Approved			11q12.1			OR5	"GPCR / Class A : Olfactory receptors"
HGNC:15299	OR5W2	olfactory receptor family 5 subfamily W member 2	Approved	OR5W2P, OR5W3P		11q12.1	BK004398	NM_001001960	OR5	"GPCR / Class A : Olfactory receptors"
