HGNC ID	Approved Symbol	Approved Name	Status	Previous Symbols	Synonyms	Chromosome	Accession Numbers	RefSeq IDs	Unknown	Unknown
HGNC:8172	OR10H1	olfactory receptor family 10 subfamily H member 1	Approved			19p13.1	AC004510		OR10	"GPCR / Class A : Olfactory receptors"
HGNC:8173	OR10H2	olfactory receptor family 10 subfamily H member 2	Approved			19p13.1	AC004597		OR10	"GPCR / Class A : Olfactory receptors"
HGNC:8174	OR10H3	olfactory receptor family 10 subfamily H member 3	Approved			19p13.1			OR10	"GPCR / Class A : Olfactory receptors"
HGNC:15388	OR10H4	olfactory receptor family 10 subfamily H member 4	Approved			19p13.12	AC011517		OR10	"GPCR / Class A : Olfactory receptors"
HGNC:15389	OR10H5	olfactory receptor family 10 subfamily H member 5	Approved			19p13.12	AC011537		OR10	"GPCR / Class A : Olfactory receptors"
HGNC:8175	OR10J1	olfactory receptor family 10 subfamily J member 1	Approved		HGMP07J, HSHGMP07J	1q23.2	X64995	NM_012351	OR10	"GPCR / Class A : Olfactory receptors"
HGNC:14991	OR10J2P	olfactory receptor family 10 subfamily J member 2 pseudogene	Approved			1q23.2			OR10	"GPCR / Class A : Olfactory receptors"
HGNC:14992	OR10J3	olfactory receptor family 10 subfamily J member 3	Approved	OR10J3P		1q23.2			OR10	"GPCR / Class A : Olfactory receptors"
HGNC:15408	OR10J4	olfactory receptor family 10 subfamily J member 4 (gene/pseudogene)	Approved	OR10J4P	OST717	1q23.2			OR10	"GPCR / Class A : Olfactory receptors"
HGNC:14993	OR10J5	olfactory receptor family 10 subfamily J member 5	Approved			1q23.2		NM_001004469	OR10	"GPCR / Class A : Olfactory receptors"
HGNC:14994	OR10J6P	olfactory receptor family 10 subfamily J member 6 pseudogene	Approved	OR10J6		1q23.2			OR10	"GPCR / Class A : Olfactory receptors"
HGNC:19637	OR10J7P	olfactory receptor family 10 subfamily J member 7 pseudogene	Approved			1q23.2		NG_004365	OR10	"GPCR / Class A : Olfactory receptors"
HGNC:19638	OR10J8P	olfactory receptor family 10 subfamily J member 8 pseudogene	Approved			1q23.2		NG_004308	OR10	"GPCR / Class A : Olfactory receptors"
HGNC:19639	OR10J9P	olfactory receptor family 10 subfamily J member 9 pseudogene	Approved			1q23.2		NG_004366	OR10	"GPCR / Class A : Olfactory receptors"
HGNC:14693	OR10K1	olfactory receptor family 10 subfamily K member 1	Approved			1q23.1	AP002532		OR10	"GPCR / Class A : Olfactory receptors"
HGNC:14826	OR10K2	olfactory receptor family 10 subfamily K member 2	Approved			1q23.1	AB065642	NM_001004476	OR10	"GPCR / Class A : Olfactory receptors"
HGNC:14689	OR10N1P	olfactory receptor family 10 subfamily N member 1 pseudogene	Approved			11q24.2			OR10	"GPCR / Class A : Olfactory receptors"
HGNC:15378	OR10P1	olfactory receptor family 10 subfamily P member 1	Approved	OR10P1P, OR10P2P, OR10P3P	OST701	12q13.2	BK004259		OR10	"GPCR / Class A : Olfactory receptors"
HGNC:15134	OR10Q1	olfactory receptor family 10 subfamily Q member 1	Approved			11q12.1	AB065735	NM_001004471	OR10	"GPCR / Class A : Olfactory receptors"
HGNC:15135	OR10Q2P	olfactory receptor family 10 subfamily Q member 2 pseudogene	Approved			11q12.1			OR10	"GPCR / Class A : Olfactory receptors"
HGNC:14813	OR10R1P	olfactory receptor family 10 subfamily R member 1 pseudogene	Approved			1q23.1			OR10	"GPCR / Class A : Olfactory receptors"
HGNC:14820	OR10R2	olfactory receptor family 10 subfamily R member 2	Approved		OR10R2Q	1q23.1	AB065640	NM_001004472	OR10	"GPCR / Class A : Olfactory receptors"
HGNC:14829	OR10R3P	olfactory receptor family 10 subfamily R member 3 pseudogene	Approved			1q23.1			OR10	"GPCR / Class A : Olfactory receptors"
HGNC:14807	OR10S1	olfactory receptor family 10 subfamily S member 1	Approved			11q24.1	BK004509	NM_001004474	OR10	"GPCR / Class A : Olfactory receptors"
HGNC:14812	OR10T1P	olfactory receptor family 10 subfamily T member 1 pseudogene	Approved			1q23.1			OR10	"GPCR / Class A : Olfactory receptors"
HGNC:14816	OR10T2	olfactory receptor family 10 subfamily T member 2	Approved			1q23.1	AB065643	NM_001004475	OR10	"GPCR / Class A : Olfactory receptors"
HGNC:15332	OR10U1P	olfactory receptor family 10 subfamily U member 1 pseudogene	Approved			12q13.2			OR10	"GPCR / Class A : Olfactory receptors"
HGNC:15136	OR10V1	olfactory receptor family 10 subfamily V member 1	Approved			11q12.1	AB065807	NM_001005324	OR10	"GPCR / Class A : Olfactory receptors"
HGNC:15137	OR10V2P	olfactory receptor family 10 subfamily V member 2 pseudogene	Approved			11q12.1	AW847973		OR10	"GPCR / Class A : Olfactory receptors"
HGNC:15138	OR10V3P	olfactory receptor family 10 subfamily V member 3 pseudogene	Approved			11q12.1			OR10	"GPCR / Class A : Olfactory receptors"
HGNC:31237	OR10V7P	olfactory receptor family 10 subfamily V member 7 pseudogene	Approved			14q21.2			OR10	"GPCR / Class A : Olfactory receptors"
HGNC:15139	OR10W1	olfactory receptor family 10 subfamily W member 1	Approved	OR10W1P		11q12.1	AB065850	NM_207374	OR10	"GPCR / Class A : Olfactory receptors"
HGNC:14995	OR10X1	olfactory receptor family 10 subfamily X member 1 (gene/pseudogene)	Approved	OR10X1P		1q23.1	BK004194	NM_001004477	OR10	"GPCR / Class A : Olfactory receptors"
HGNC:15140	OR10Y1P	olfactory receptor family 10 subfamily Y member 1 pseudogene	Approved			11q12.1	AC021809		OR10	"GPCR / Class A : Olfactory receptors"
HGNC:14996	OR10Z1	olfactory receptor family 10 subfamily Z member 1	Approved			1q23.1	AB065635	NM_001004478	OR10	"GPCR / Class A : Olfactory receptors"
