HGNC ID	Approved Symbol	Approved Name	Status	Previous Symbols	Synonyms	Chromosome	Accession Numbers	RefSeq IDs	Unknown	Unknown
HGNC:8298	OR4F1P	olfactory receptor family 4 subfamily F member 1 pseudogene	Approved	OR4F1	HSDJ0609N19	6p25.3			OR4	"GPCR / Class A : Olfactory receptors"
HGNC:8299	OR4F2P	olfactory receptor family 4 subfamily F member 2 pseudogene	Approved		OR4F2, hs6M1-11, S191N21	11p15.5			OR4	"GPCR / Class A : Olfactory receptors"
HGNC:8300	OR4F3	olfactory receptor family 4 subfamily F member 3	Approved			5q35.3	AC004908		OR4	"GPCR / Class A : Olfactory receptors"
HGNC:8301	OR4F4	olfactory receptor family 4 subfamily F member 4	Approved		OR4F18	15q26.3		NM_001004195	OR4	"GPCR / Class A : Olfactory receptors"
HGNC:14825	OR4F5	olfactory receptor family 4 subfamily F member 5	Approved			1p36.33	AB065592	NM_001005484	OR4	"GPCR / Class A : Olfactory receptors"
HGNC:15372	OR4F6	olfactory receptor family 4 subfamily F member 6	Approved	OR4F12		15q26.3	AC025234		OR4	"GPCR / Class A : Olfactory receptors"
HGNC:15089	OR4F7P	olfactory receptor family 4 subfamily F member 7 pseudogene	Approved	OR4F10		6q27	AC069287		OR4	"GPCR / Class A : Olfactory receptors"
HGNC:15395	OR4F8P	olfactory receptor family 4 subfamily F member 8 pseudogene	Approved	OR4F20P, OR4F9P		19p13.3	AC016626		OR4	"GPCR / Class A : Olfactory receptors"
HGNC:15076	OR4F13P	olfactory receptor family 4 subfamily F member 13 pseudogene	Approved			15q26.3	AB065564, AY792621	NR_046417	OR4	"GPCR / Class A : Olfactory receptors"
HGNC:15077	OR4F14P	olfactory receptor family 4 subfamily F member 14 pseudogene	Approved	OR4F14		15q26.3	AB065901		OR4	"GPCR / Class A : Olfactory receptors"
HGNC:15078	OR4F15	olfactory receptor family 4 subfamily F member 15	Approved			15q26.3	BK004405	NM_001001674	OR4	"GPCR / Class A : Olfactory receptors"
HGNC:15079	OR4F16	olfactory receptor family 4 subfamily F member 16	Approved			1p36.33		NM_001005277	OR4	"GPCR / Class A : Olfactory receptors"
HGNC:15381	OR4F17	olfactory receptor family 4 subfamily F member 17	Approved	OR4F19, OR4F11P, OR4F18		19p13.3	AC005605		OR4	"GPCR / Class A : Olfactory receptors"
HGNC:19583	OR4F21	olfactory receptor family 4 subfamily F member 21	Approved	OR4F21P		8p23.3			OR4	"GPCR / Class A : Olfactory receptors"
HGNC:31229	OR4F28P	olfactory receptor family 4 subfamily F member 28 pseudogene	Approved			15q26.3			OR4	"GPCR / Class A : Olfactory receptors"
HGNC:31275	OR4F29	olfactory receptor family 4 subfamily F member 29	Approved			1p36.33		NM_001005221	OR4	"GPCR / Class A : Olfactory receptors"
HGNC:8302	OR4G1P	olfactory receptor family 4 subfamily G member 1 pseudogene	Approved	OR4G8P	OLB	19p13.3			OR4	"GPCR / Class A : Olfactory receptors"
HGNC:8303	OR4G2P	olfactory receptor family 4 subfamily G member 2 pseudogene	Approved	OR4G7P		15q26.3	AF282024	NG_003201	OR4	"GPCR / Class A : Olfactory receptors"
HGNC:8304	OR4G3P	olfactory receptor family 4 subfamily G member 3 pseudogene	Approved	OR4G3, OR4G5P	OLC, OLC-7501	19p13.3			OR4	"GPCR / Class A : Olfactory receptors"
HGNC:14822	OR4G4P	olfactory receptor family 4 subfamily G member 4 pseudogene	Approved			1p36.33		NG_004148	OR4	"GPCR / Class A : Olfactory receptors"
HGNC:15039	OR4G6P	olfactory receptor family 4 subfamily G member 6 pseudogene	Approved			15q26.3	AC005604		OR4	"GPCR / Class A : Olfactory receptors"
HGNC:31276	OR4G11P	olfactory receptor family 4 subfamily G member 11 pseudogene	Approved			1p36.33		NG_004423	OR4	"GPCR / Class A : Olfactory receptors"
HGNC:8312	OR4H6P	olfactory receptor family 4 subfamily H member 6 pseudogene	Approved	OR4H9P, OR4H10P, OR4H5P, OR4H11P, OR4H5, OR4H7, OR4H7P, OR4H2P, OR4H3P, OR4H11, OR4H2, OR4H3, OR4H1P, OR4H4P, OR4H10, OR4H4, OR4H8P, OR4H8	OR15-71, OR4H6, OR15-82, OR4H9, OR5-39, OR5-84, OR4-114, OR4-115, OR4-119, OR15-69, OR15-80, OR15-81, OR14-58	15q11.2	U86230		OR4	"GPCR / Class A : Olfactory receptors"
HGNC:19433	OR4H12P	olfactory receptor family 4 subfamily H member 12 pseudogene	Approved	OR4H12	C14orf14	14p13			OR4	"GPCR / Class A : Olfactory receptors"
HGNC:14726	OR4K1	olfactory receptor family 4 subfamily K member 1	Approved			14q11.2			OR4	"GPCR / Class A : Olfactory receptors"
HGNC:14728	OR4K2	olfactory receptor family 4 subfamily K member 2	Approved			14q11.2			OR4	"GPCR / Class A : Olfactory receptors"
HGNC:14731	OR4K3	olfactory receptor family 4 subfamily K member 3 (gene/pseudogene)	Approved	OR4K3P		14q11.2			OR4	"GPCR / Class A : Olfactory receptors"
HGNC:14744	OR4K4P	olfactory receptor family 4 subfamily K member 4 pseudogene	Approved			14q11.2			OR4	"GPCR / Class A : Olfactory receptors"
HGNC:14745	OR4K5	olfactory receptor family 4 subfamily K member 5	Approved			14q11.22	BK004355	NM_001005483	OR4	"GPCR / Class A : Olfactory receptors"
HGNC:14748	OR4K6P	olfactory receptor family 4 subfamily K member 6 pseudogene	Approved			14q11.2			OR4	"GPCR / Class A : Olfactory receptors"
HGNC:14756	OR4K7P	olfactory receptor family 4 subfamily K member 7 pseudogene	Approved	OR4K10P		18p11.21	AC013659		OR4	"GPCR / Class A : Olfactory receptors"
HGNC:14787	OR4K8P	olfactory receptor family 4 subfamily K member 8 pseudogene	Approved	OR4K9P		18p11.21	AC015480		OR4	"GPCR / Class A : Olfactory receptors"
HGNC:15402	OR4K11P	olfactory receptor family 4 subfamily K member 11 pseudogene	Approved		OR21-1	21q11.2	AF546490	NG_004161	OR4	"GPCR / Class A : Olfactory receptors"
HGNC:15403	OR4K12P	olfactory receptor family 4 subfamily K member 12 pseudogene	Approved		OR21-2	21q11.2		NG_004160	OR4	"GPCR / Class A : Olfactory receptors"
HGNC:15351	OR4K13	olfactory receptor family 4 subfamily K member 13	Approved			14q11.2			OR4	"GPCR / Class A : Olfactory receptors"
HGNC:15352	OR4K14	olfactory receptor family 4 subfamily K member 14	Approved			14q11.2			OR4	"GPCR / Class A : Olfactory receptors"
HGNC:15353	OR4K15	olfactory receptor family 4 subfamily K member 15	Approved		OR4K15Q	14q11.2			OR4	"GPCR / Class A : Olfactory receptors"
HGNC:15354	OR4K16P	olfactory receptor family 4 subfamily K member 16 pseudogene	Approved			14q11.2			OR4	"GPCR / Class A : Olfactory receptors"
HGNC:15355	OR4K17	olfactory receptor family 4 subfamily K member 17	Approved			14q11.2			OR4	"GPCR / Class A : Olfactory receptors"
HGNC:15356	OR4L1	olfactory receptor family 4 subfamily L member 1	Approved	OR4L2P		14q11.2			OR4	"GPCR / Class A : Olfactory receptors"
HGNC:14735	OR4M1	olfactory receptor family 4 subfamily M member 1	Approved			14q11.2			OR4	"GPCR / Class A : Olfactory receptors"
HGNC:15373	OR4M2	olfactory receptor family 4 subfamily M member 2	Approved			15q11.2	AC060768		OR4	"GPCR / Class A : Olfactory receptors"
HGNC:14740	OR4N1P	olfactory receptor family 4 subfamily N member 1 pseudogene	Approved			14q11.2			OR4	"GPCR / Class A : Olfactory receptors"
HGNC:14742	OR4N2	olfactory receptor family 4 subfamily N member 2	Approved			14q11.2			OR4	"GPCR / Class A : Olfactory receptors"
HGNC:15374	OR4N3P	olfactory receptor family 4 subfamily N member 3 pseudogene	Approved			15q11.2	AI809240		OR4	"GPCR / Class A : Olfactory receptors"
HGNC:15375	OR4N4	olfactory receptor family 4 subfamily N member 4	Approved			15q11.2	AI018459		OR4	"GPCR / Class A : Olfactory receptors"
HGNC:15358	OR4N5	olfactory receptor family 4 subfamily N member 5	Approved			14q11.2			OR4	"GPCR / Class A : Olfactory receptors"
HGNC:14754	OR4P1P	olfactory receptor family 4 subfamily P member 1 pseudogene	Approved			11q11			OR4	"GPCR / Class A : Olfactory receptors"
HGNC:15180	OR4P4	olfactory receptor family 4 subfamily P member 4	Approved	OR4P3P		11q11	AB065775	NM_001004124	OR4	"GPCR / Class A : Olfactory receptors"
HGNC:15376	OR4Q1P	olfactory receptor family 4 subfamily Q member 1 pseudogene	Approved			15q11.2			OR4	"GPCR / Class A : Olfactory receptors"
HGNC:15359	OR4Q2	olfactory receptor family 4 subfamily Q member 2 (gene/pseudogene)	Approved	OR4Q2P		14q11.2			OR4	"GPCR / Class A : Olfactory receptors"
HGNC:15426	OR4Q3	olfactory receptor family 4 subfamily Q member 3	Approved	OR4Q4	C14orf13	14p13	AF179768		OR4	"GPCR / Class A : Olfactory receptors"
HGNC:14798	OR4R1P	olfactory receptor family 4 subfamily R member 1 pseudogene	Approved			11p11.2			OR4	"GPCR / Class A : Olfactory receptors"
HGNC:15181	OR4R2P	olfactory receptor family 4 subfamily R member 2 pseudogene	Approved			11q11			OR4	"GPCR / Class A : Olfactory receptors"
HGNC:15182	OR4R3P	olfactory receptor family 4 subfamily R member 3 pseudogene	Approved			11p11.12			OR4	"GPCR / Class A : Olfactory receptors"
HGNC:14705	OR4S1	olfactory receptor family 4 subfamily S member 1	Approved			11p11.2	AB065908	NM_001004725	OR4	"GPCR / Class A : Olfactory receptors"
HGNC:15183	OR4S2	olfactory receptor family 4 subfamily S member 2	Approved	OR4S2P	OST725	11q11	BK004390	NM_001004059	OR4	"GPCR / Class A : Olfactory receptors"
HGNC:15360	OR4T1P	olfactory receptor family 4 subfamily T member 1 pseudogene	Approved			14q11.2			OR4	"GPCR / Class A : Olfactory receptors"
HGNC:15361	OR4U1P	olfactory receptor family 4 subfamily U member 1 pseudogene	Approved			14q11.2			OR4	"GPCR / Class A : Olfactory receptors"
HGNC:14736	OR4V1P	olfactory receptor family 4 subfamily V member 1 pseudogene	Approved			11q11			OR4	"GPCR / Class A : Olfactory receptors"
HGNC:15405	OR4W1P	olfactory receptor family 4 subfamily W member 1 pseudogene	Approved			Xq25	Z69908		OR4	"GPCR / Class A : Olfactory receptors"
HGNC:14854	OR4X1	olfactory receptor family 4 subfamily X member 1 (gene/pseudogene)	Approved			11p11.2	AB065544	NM_001004726	OR4	"GPCR / Class A : Olfactory receptors"
HGNC:15184	OR4X2	olfactory receptor family 4 subfamily X member 2 (gene/pseudogene)	Approved			11p11.2	AB065847	NM_001004727	OR4	"GPCR / Class A : Olfactory receptors"
HGNC:31277	OR4X7P	olfactory receptor family 4 subfamily X member 7 pseudogene	Approved			11q11			OR4	"GPCR / Class A : Olfactory receptors"
